scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.00048156582295	300.00012285538475
1	1	114.99994532277455	440.0001014516727
1	2	165.00011901407854	109.9995486766094
1	3	164.99966023172743	520.0005295498074
1	4	387.49944019760204	95.00027812338098

2	0	130.0009794854174	300.00031688709123
2	1	129.9990421814	430.0000541123555
2	2	180.00116562234544	119.99844873115012
2	3	179.9991986332457	520.0016874414248
2	4	387.4981074171586	110.00043706549896

3	0	145.0013679486173	300.00041051713777
3	1	144.99752143748523	419.99910262218407
3	2	195.00260000101235	129.9964957683119
3	3	194.99865903348072	520.0028021386698
3	4	387.49683849304006	125.00019243749001

4	0	160.00210076097505	300.0004186076719
4	1	159.99592682871724	409.9982252650777
4	2	210.00326581289204	139.99372608883357
4	3	209.99775804951278	520.0029530051128
4	4	387.4972549820586	139.9998177385808

5	0	175.00269759398395	300.00132198919454
5	1	174.99450480948195	399.99773136324495
5	2	225.00326208608712	149.99140551616367
5	3	224.9963458393915	520.0028367744326
5	4	387.4989564884534	155.000203924616

6	0	190.00256937918576	300.0038073067987
6	1	189.99407595037076	389.99694140816
6	2	240.00258417249833	159.9897988744346
6	3	239.99447461208186	520.0035664508431
6	4	387.5004124147702	170.00135838517068

7	0	205.00215649945594	300.00718132660563
7	1	204.99399958422424	379.99561112562196
7	2	255.00101488792984	169.98863280640413
7	3	254.99262634139583	520.0043002528907
7	4	387.5015968709463	185.00267873396612

8	0	220.00256935678792	300.0111739279079
8	1	219.99286435710334	369.99361262840387
8	2	269.9993063933033	179.987909922831
8	3	269.9905163095627	520.0050371416663
8	4	387.5026967436505	200.00431143864353

9	0	235.00295889332844	300.0157418998835
9	1	234.9906928648275	359.9912763522841
9	2	284.9982892391584	189.98721303117662
9	3	284.9887119830488	520.0049264586154
9	4	387.50409379510785	215.00627089241198

10	0	250.00307348610764	300.02025522179696
10	1	249.9881562016324	349.9892016772719
10	2	299.99830196773746	199.986890723436
10	3	299.9869117065322	520.0040624189431
10	4	387.5059792088559	230.00863882903235

11	0	265.0032178822043	300.02439477436707
11	1	264.985020456553	339.9875924641475
11	2	314.99904996302564	209.9869559780408
11	3	314.9843400858638	520.0030294197661
11	4	387.5085727835228	245.01146026183864

12	0	280.00278827569707	300.02757711713446
12	1	279.9816851412185	329.9855869389428
12	2	329.99994512639705	219.985886180695
12	3	329.9815239914231	520.0012454957839
12	4	387.512159655312	260.0145236797827

13	0	295.0012862206125	300.02983234443855
13	1	294.97938008954185	319.9841047382146
13	2	345.00120250242287	229.98257559914848
