scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.000490252887	300.000437553912
1	1	114.99947922925423	439.99976274082655
1	2	165.0004537473323	109.99994145960912
1	3	164.99954040309174	520.0003864253534
1	4	387.4995846720508	95.0000922558796

2	0	130.00206800289905	300.0008770877214
2	1	129.99875956278393	429.9989916281448
2	2	180.00164560527162	120.00056039859862
2	3	179.99814354597186	520.0019494799427
2	4	387.4983444443612	110.00049916727212

3	0	145.00432789927206	300.0019886505619
3	1	144.99874176581972	419.9989518483225
3	2	195.0025328121138	130.00107270623738
3	3	194.99644566095392	520.0046400873057
3	4	387.49557217822536	125.00094920476957

4	0	160.00730932316557	300.00407515727403
4	1	159.9988537106912	410.0005705893658
4	2	210.0022995388516	140.002045881876
4	3	209.99468779451885	520.0079100771353
4	4	387.49165277890813	140.00095676343125

5	0	175.01146080484065	300.00626463187143
5	1	174.99883819219923	400.0024841006891
5	2	225.00089595293653	150.0045890664207
5	3	224.9928428626399	520.0120538164063
5	4	387.4866840018762	155.00158111522987

6	0	190.01615130054032	300.00848815345154
6	1	189.99921666550233	390.00342744681217
6	2	239.99942806618657	160.00778999441988
6	3	239.99142206719802	520.0172163946605
6	4	387.48015793797197	170.00323535702634

7	0	205.02074031666967	300.0098781189308
7	1	205.00022013363775	380.0035071110652
7	2	254.99825328250918	170.01201157857565
7	3	254.98989608141025	520.0228572891293
7	4	387.4726886856265	185.0042064542112

8	0	220.02437304148964	300.0113818775419
8	1	220.0022530216368	370.00334578641747
8	2	269.99614814528815	180.01766114746405
8	3	269.9877829779896	520.0289544750389
8	4	387.4653476360805	200.0055552714567

9	0	235.02639099921498	300.01412584882024
9	1	235.00489194381544	360.00207755384895
9	2	284.99312469369033	190.02379636376392
9	3	284.984311783913	520.0353943335123
9	4	387.458703086807	215.00720383058052

10	0	250.02680064157303	300.01776218255173
10	1	250.00701153859055	350.00045178237065
10	2	299.9897105087617	200.03015522405565
10	3	299.97987009528657	520.0421703157731
10	4	387.4516298942242	230.0084287948456

11	0	265.0268370660035	300.0226372676714
11	1	265.0087435564752	339.9990351369732
11	2	314.985919809786	210.0379055574141
11	3	314.97591947132463	520.04856465458
11	4	387.4447235604067	245.01081868773522

12	0	280.02676168644615	300.0284143745174
12	1	280.0108240384847	329.99707573672225
12	2	329.98340333148167	220.0468761024499
12	3	329.9726326792369	520.0546561817874
12	4	387.4393598086544	260.0144532602457

13	0	295.0259351017318	300.0348133321298
13	1	295.0131429269559	319.9945797541419
13	2	344.9819752411253	230.05760649846235
