scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.0005287935677	300.00042369699213
1	1	114.99996962630529	440.0002098407785
1	2	165.0000851948806	110.00061353333176
1	3	165.0002601762685	520.0005502130138
1	4	387.499391838846	94.99915239515077

2	0	130.00252809850411	300.0017085366153
2	1	129.99927221612296	430.0003222796706
2	2	180.00028739983068	120.00179099936892
2	3	180.00080687513773	520.0014843700919
2	4	387.49773038310497	109.9976855517096

3	0	145.00486496532105	300.00423670464954
3	1	144.9972458687271	420.0007247364763
3	2	195.00056684989892	130.00283860159033
3	3	195.0020649920391	520.0021494131297
3	4	387.4958585866851	124.99611341022418

4	0	160.00693087419887	300.0067858175634
4	1	159.99501938287727	410.00106808707386
4	2	210.00018828846123	140.00353297131383
4	3	210.00415336139002	520.0030747157098
4	4	387.4950316075182	139.993870443583

5	0	175.00930228691166	300.0083123704062
5	1	174.99372212191165	400.0003117858626
5	2	224.99959079995193	150.00379692854722
5	3	225.00644462588278	520.0038993410474
5	4	387.4950363302937	154.99181596856693

6	0	190.01155787231656	300.0100691031044
6	1	189.9932686406889	389.99937565396255
6	2	239.99999609836377	160.00411853194527
6	3	240.00867594314136	520.0041599762333
6	4	387.49498122712225	169.98920742770034

7	0	205.01424491341604	300.01292121856676
7	1	204.99373876585406	379.9984600740607
7	2	255.0012608847279	170.00398966937777
7	3	255.01096428876392	520.0047654133372
7	4	387.4946210692005	184.9849758375473

8	0	220.0177587519367	300.01502731789986
8	1	219.99484461272334	369.9963158689656
8	2	270.001957959348	180.0028475014075
8	3	270.0127362966726	520.0053430519177
8	4	387.49362253996827	199.97996074403537

9	0	235.0207957137615	300.0157934599973
9	1	234.99639005607227	359.99242726390617
9	2	285.0016617903017	190.00048207591686
9	3	285.0135372191932	520.0050717462935
9	4	387.49264600252985	214.97511642801814

10	0	250.02292425722158	300.01688076538227
10	1	249.99849504339713	349.9883441494181
10	2	300.0011555928119	199.99674314790184
10	3	300.01399958955375	520.0043548303198
10	4	387.49278381731136	229.97039674510341

11	0	265.02537278151686	300.0190316828515
11	1	265.0010190877636	339.9845881272805
11	2	315.00062784431043	209.992777288931
11	3	315.0145942298526	520.0037764200425
11	4	387.4940827330109	244.96506585285366

12	0	280.0280171043063	300.0209486493542
12	1	280.0034580158878	329.98077880533793
12	2	330.0015545536634	219.98933408523519
12	3	330.0148638985159	520.0033286543096
12	4	387.4959075207165	259.9589946884552

13	0	295.03082207673197	300.0220055270569
13	1	295.0046916567473	319.9761860862005
13	2	345.0028327903453	229.98523944040434
