scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99977023498174	299.9999239778489
1	1	115.00033632140305	439.9999989272213
1	2	165.00067052157536	109.99894473669247
1	3	165.00008031160348	519.9999665944825
1	4	387.49896891761523	95.00060639026964

2	0	129.99943619807723	299.9992279758499
2	1	130.00053326024286	430.00029527028687
2	2	180.00242357472513	119.99686912721972
2	3	179.99961239996162	520.0002756315761
2	4	387.4969207823478	110.00140300069747

3	0	144.99912062741151	299.9976995895521
3	1	145.00006836180393	420.0004096228561
3	2	195.00475065724874	129.99580567303317
3	3	194.99852517225256	520.0018553696987
3	4	387.49535203089664	125.00169051546038

4	0	159.99903150302055	299.9957650394752
4	1	159.9997751469863	410.0009987378011
4	2	210.00787075221493	139.99604059899073
4	3	209.9971266260044	520.0049757311458
4	4	387.4938815186509	140.00172601645895

5	0	174.99954393750895	299.99372847222287
5	1	174.9997061561723	400.0029408143962
5	2	225.01185177273416	149.99652548778795
5	3	224.9949170020755	520.0090699953555
5	4	387.490834975171	155.00243277443118

6	0	190.00008445833174	299.99119473689
6	1	190.00006213581054	390.00563073406283
6	2	240.01598129780328	159.99682066695829
6	3	239.992207416633	520.0131045028561
6	4	387.4862892211584	170.00288565348126

7	0	204.99975706959287	299.9877480449259
7	1	205.0008869207022	380.00851792924846
7	2	255.0192419939847	169.99724857081662
7	3	254.99005205631306	520.0178652141893
7	4	387.48236923510586	185.00214358710664

8	0	219.99783972921492	299.9845017273665
8	1	220.0008656372862	370.01187435371077
8	2	270.02136758174083	179.99807980453517
8	3	269.9882027397333	520.0232489290458
8	4	387.4795255802842	200.00174703327042

9	0	234.99565057664586	299.98123413096295
9	1	234.99920217071207	360.01558014853083
9	2	285.0224360065702	189.9989224634109
9	3	284.9864211012965	520.0282444659265
9	4	387.4762599534477	215.00281517782994

10	0	249.99410078499133	299.97854490180123
10	1	249.99617219207767	350.01962899907295
10	2	300.02250324276633	199.99973596418576
10	3	299.98430452252086	520.0332059262764
10	4	387.4720749523688	230.00447787389098

11	0	264.9928120946967	299.97673188586487
11	1	264.993080847754	340.0245352532406
11	2	315.02219477735406	210.00089264328963
11	3	314.9815443142667	520.0379166397416
11	4	387.46749757098246	245.00656585276602

12	0	279.9920420151949	299.9748737269429
12	1	279.99002003874443	330.0300448099634
12	2	330.0219992924377	220.0027307566846
12	3	329.97959356159527	520.0417385417544
12	4	387.4632967276662	260.0095113237381

13	0	294.99192033621966	299.97247372001635
13	1	294.9864976330812	320.0362044883446
13	2	345.0214823042808	230.00462348470097
