scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99999678236935	299.9996183389532
1	1	115.00033245071795	440.00036355331036
1	2	164.99996370782117	110.00001289416421
1	3	165.0002457805332	519.9996692570611
1	4	387.5001725317553	95.00087357473224

2	0	130.00069701473544	299.9991472882084
2	1	130.0017327869442	430.0011715529514
2	2	179.99990995728675	120.00024181410082
2	3	180.00085416568587	519.999781457111
2	4	387.50098433507486	110.0028242271179

3	0	145.00221223303296	299.9990035387306
3	1	145.00369330757948	420.00086023353106
3	2	195.00010645776982	130.000445578281
3	3	195.00148827526684	520.000295617028
3	4	387.5035356163627	125.0050499307078

4	0	160.00336502916576	299.99873620136214
4	1	160.00572990001652	410.000107401367
4	2	210.00032118788656	140.0005064091548
4	3	210.00211114692237	520.0003455268337
4	4	387.507468605903	140.00755389111382

5	0	175.0041915236143	299.998589316487
5	1	175.0088364272004	399.9989559261243
5	2	225.00032254583982	150.00141519068453
5	3	225.0035180197458	520.0002562893461
5	4	387.5114894821888	155.00993486603912

6	0	190.00623377104606	299.9984022180354
6	1	190.0123381372792	389.99683672034206
6	2	240.0007927053883	160.0031528355209
6	3	240.00538774290698	520.0006602705752
6	4	387.5149062555948	170.01244189294187

7	0	205.00970646478095	299.99874693920975
7	1	205.0158283902656	379.99454217021326
7	2	255.00201095767682	170.0054367919307
7	3	255.00673037066954	520.0016399830527
7	4	387.51755233919465	185.0152433726455

8	0	220.01380706804693	300.00016731720115
8	1	220.02043821662937	369.9915797421142
8	2	270.0036090785054	180.00714075615082
8	3	270.0076064982773	520.0020243868314
8	4	387.5196136287705	200.01858399811024

9	0	235.01791431088256	300.0010478813147
9	1	235.02497651527665	359.9878820463344
9	2	285.00520054327814	190.00778575063646
9	3	285.009681169303	520.0016490331151
9	4	387.5211003259362	215.02267819494145

10	0	250.02172442450563	300.00094113813867
10	1	250.0282112476838	349.98361661413895
10	2	300.0068753716193	200.00827767170694
10	3	300.01327936854227	520.0006396446237
10	4	387.5218319824396	230.0268351634442

11	0	265.0258615058503	300.0013868980225
11	1	265.0308157884149	339.9791149144495
11	2	315.0088343818067	210.00863551468757
11	3	315.01708663265487	519.9991377757732
11	4	387.5215679299262	245.03031083526065

12	0	280.0300340509623	300.00235707889215
12	1	280.033570812768	329.9743629884465
12	2	330.01172340240055	220.00900282577743
12	3	330.0215701506868	519.9986616041328
12	4	387.5215050251518	260.0327233670858

13	0	295.03331716502066	300.00252687485977
13	1	295.03727777503667	319.9700617966544
13	2	345.015232402698	230.00973077007865
