scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.00021708840664	300.0003811166272
1	1	115.00008104938412	439.9997465631883
1	2	164.99970621652292	109.9993896385563
1	3	164.99955672509955	519.9998199984428
1	4	387.4997436465084	95.00026579751646

2	0	130.00057193049807	300.0011027915232
2	1	129.99980419836814	429.9994702461105
2	2	179.99847446590934	119.99805358527647
2	3	179.99839082648617	519.9998599539231
2	4	387.49891651717024	110.00084684205092

3	0	145.00128989574554	300.0009102673735
3	1	144.99889749913532	419.9994274438151
3	2	194.9971504155268	129.99671078760653
3	3	194.9966275680865	519.9989767414405
3	4	387.4973473536895	125.00133045115358

4	0	160.00217570046402	300.00036226970997
4	1	159.99795828066482	409.9982256215925
4	2	209.99677460945287	139.99502019696115
4	3	209.99455152116172	519.9963545384297
4	4	387.4964619634297	140.00109132773352

5	0	175.00333030941556	300.00022034959045
5	1	174.99769819788736	399.9962521767145
5	2	224.99660350024595	149.99277008610724
5	3	224.99252750069135	519.9938715524926
5	4	387.4960659175865	155.0007181202126

6	0	190.00539388923121	299.99997001054504
6	1	189.99786772659346	389.9951933153927
6	2	239.9956312825939	159.98992245465814
6	3	239.99031161141338	519.9924727171783
6	4	387.4946719932175	169.99968301086298

7	0	205.00763986922786	300.00011824921523
7	1	204.99827831931535	379.9950364623198
7	2	254.99377612631295	169.98740396042263
7	3	254.9869930833698	519.9926145745251
7	4	387.492775307648	184.99807392204045

8	0	220.0089211227322	300.0020823400842
8	1	219.99893700336318	369.995026516013
8	2	269.99150986113597	179.98499449647136
8	3	269.98316379349995	519.994115031712
8	4	387.49095753398893	199.99673950706855

9	0	235.01075386785044	300.00548916598035
9	1	234.99957962835012	359.9949752669058
9	2	284.9888720807171	189.98195711250574
9	3	284.97909961404423	519.9966893843703
9	4	387.4891681088871	214.99624588088827

10	0	250.01310820445883	300.00828445980835
10	1	250.00080616672307	349.9943097297993
10	2	299.9862187070561	199.97887202053496
10	3	299.9747605646345	519.9998607639459
10	4	387.48736799122725	229.99756992896275

11	0	265.01406230245163	300.00989341623404
11	1	265.00146518445496	339.99302441482894
11	2	314.9841453396051	209.9752715606945
11	3	314.97062529207386	520.002714963759
11	4	387.4852987762869	244.99917258820528

12	0	280.01503805182926	300.01134741868185
12	1	280.00156928092395	329.9923964467688
12	2	329.9825130246695	219.97144772779072
12	3	329.9658006666448	520.0060393936645
12	4	387.4823308557101	260.000290623632

13	0	295.0169432373652	300.0135157890169
13	1	295.00230085350034	319.99207294567367
13	2	344.9803890760722	229.9679231117384
