scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99973930451391	299.999827481432
1	1	114.99937663975663	439.99923548355366
1	2	165.0000519838518	110.00001356931236
1	3	164.99957508962518	520.0005071107348
1	4	387.5001934997961	94.99978270767734

2	0	129.99894110513583	299.9994929511036
2	1	129.99760429394033	429.99805599390515
2	2	180.00047165106895	119.99957104865666
2	3	179.99891248012267	520.0022245233299
2	4	387.5001073740763	109.99856817038388

3	0	144.99718785536294	299.99917847431004
3	1	144.99640106673954	419.9977166166049
3	2	195.0010043836534	129.99812596691277
3	3	194.99839987882513	520.0043499360069
3	4	387.49957783667395	124.99603720845714

4	0	159.99480133321012	300.00014614942904
4	1	159.99604195461075	409.9977522601718
4	2	210.00076132161723	139.99600012729124
4	3	209.99868748693717	520.0054839353861
4	4	387.50014199118516	139.99334632901946

5	0	174.99287935010074	300.0033121633112
5	1	174.99538788588737	399.99815736014324
5	2	225.00021036363353	149.99509759170226
5	3	224.9994341848848	520.0050012769514
5	4	387.50117122348763	154.9911377250803

6	0	189.9907893102073	300.00787227391766
6	1	189.99405489591905	389.99924736107624
6	2	239.9997797921026	159.99609430468286
6	3	239.99985866592408	520.0036892109208
6	4	387.5016680050759	169.98949345564424

7	0	204.987941528545	300.01345594625235
7	1	204.99201055335527	380.0003675568556
7	2	254.9989287720446	169.99784977966465
7	3	255.0002498710737	520.0024605504885
7	4	387.501803882421	184.98827532210825

8	0	219.9846781909081	300.0193793119572
8	1	219.98996399346956	370.0006547838344
8	2	269.99665770166655	179.99996877950656
8	3	270.00080251550264	520.0005743852147
8	4	387.5023234461293	199.988014134789

9	0	234.98192715223047	300.0248716112467
9	1	234.98834216065728	359.99970744619515
9	2	284.9928732715222	190.00173964416692
9	3	285.00262282989485	519.9976516341168
9	4	387.50364549073396	214.98891214040287

10	0	249.97941216846354	300.029898701214
10	1	249.98609868105407	349.9981217919442
10	2	299.9889347893463	200.00245817841414
10	3	300.0054172136462	519.9952228421315
10	4	387.5040449777441	229.98977584407854

11	0	264.9762448117801	300.03456546080395
11	1	264.98344032594457	339.99641385844495
11	2	314.98508659501755	210.00236498491813
11	3	315.0088259436634	519.9930594690658
11	4	387.50282616847056	244.98908103897273

12	0	279.97275084738817	300.03948184573795
12	1	279.98162301717736	329.99470991412124
12	2	329.98161536243555	220.00242233330047
12	3	330.01313449961697	519.9915754228322
12	4	387.5009183241204	259.98745150544937

13	0	294.9678377736797	300.04623308627777
13	1	294.97968630383673	319.9926082766653
13	2	344.97817057382554	230.00281676197403
