scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99959641632488	300.00089079694914
1	1	114.99967306888932	439.999867452181
1	2	164.99978049126753	109.99962699354447
1	3	164.9998799361567	520.000539603772
1	4	387.49898041027814	95.00050653646656

2	0	129.9992753879043	300.00276158362306
2	1	129.99838683629594	429.99932588566975
2	2	179.99952853695436	119.99857830929503
2	3	179.99971448925083	520.0018430399933
2	4	387.49670874757686	110.00133081056349

3	0	144.99977804699827	300.0051011763964
3	1	144.9964260585605	419.9978492125846
3	2	194.9996125920015	129.99739692171786
3	3	194.99998032309526	520.0037094449689
3	4	387.4941471117414	125.00124405464085

4	0	160.00070449182434	300.00786239179854
4	1	159.99456906852072	409.9951403645835
4	2	209.99964596914214	139.9971984365026
4	3	210.00071864628384	520.006484278735
4	4	387.491856108344	139.99998185051976

5	0	175.00128609850023	300.01148184886017
5	1	174.99230057523152	399.99163326297827
5	2	225.0001789366069	149.9973121952056
5	3	225.00056309943807	520.0095942239092
5	4	387.490232464942	154.99740024104824

6	0	190.0016218799876	300.01632840510484
6	1	189.98875335503385	389.9889239594437
6	2	240.00162643841716	159.99749563899928
6	3	239.99892017438077	520.0131294204658
6	4	387.48967709814144	169.9942575077626

7	0	205.00199607443543	300.0219194789311
7	1	204.98440722062412	379.9868133696143
7	2	255.00331061095554	169.9979328510518
7	3	254.99603167454424	520.0181689099022
7	4	387.48978219493966	184.99198816852575

8	0	220.00237853474906	300.02818832066794
8	1	219.9804659809816	369.9839179315713
8	2	270.00436357367687	179.99815469918562
8	3	269.991784193469	520.0244074672726
8	4	387.4892753393257	199.98959330768204

9	0	235.0021859902252	300.03384521471713
9	1	234.9770597429392	359.9805613239604
9	2	285.0047903798446	189.99853674261792
9	3	284.98800750611537	520.0306934823075
9	4	387.48797969931394	214.98608707794713

10	0	250.0006692163345	300.038073560296
10	1	249.97373665635135	349.9777487579276
10	2	300.00458260771654	199.99879093681963
10	3	299.98529916470824	520.036801324169
10	4	387.48579240488556	229.98207226562423

11	0	264.9984176580607	300.0419183938478
11	1	264.9701185250352	339.9760978294958
11	2	315.00289013385407	209.99943522691788
11	3	314.9825148261135	520.043568966849
11	4	387.4830026716769	244.9783118081973

12	0	279.99548886782657	300.04611916508446
12	1	279.9666504580403	329.97521426079624
12	2	330.0004914862077	220.00122320328984
12	3	329.9802050587965	520.0510606978215
12	4	387.48160375776007	259.97598943840507

13	0	294.99273344651976	300.0501567530001
13	1	294.96275983038316	319.9750299415826
13	2	344.9984522300711	230.00341598986986
