scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.9996316128189	299.99999126580667
1	1	114.99925509509922	439.9994649168921
1	2	165.00046209349134	109.99997926308941
1	3	164.99921624788337	519.9995112196979
1	4	387.50082239020867	94.99985666896572

2	0	129.99935997218665	299.9989095666222
2	1	129.9980994321156	429.99792950203044
2	2	180.0019542874757	119.99890616369065
2	3	179.997073033138	519.9985242909462
2	4	387.50254112796404	109.99899838256268

3	0	144.99922377535464	299.99692239101176
3	1	144.9978679152674	419.99622961917765
3	2	195.00405821418852	129.99647674756088
3	3	194.9941707790142	519.9974030641978
3	4	387.50480418481993	124.99724610393059

4	0	159.99843340233286	299.9954494160427
4	1	159.99820763550275	409.99509308581196
4	2	210.00617654342395	139.9942102153598
4	3	209.99104930021855	519.9957264515575
4	4	387.5074361615973	139.9943551006257

5	0	174.99807622857327	299.994990353702
5	1	174.9999213826156	399.9943302475434
5	2	225.00812182787274	149.9926749316807
5	3	224.98797314375707	519.9929103495176
5	4	387.50975798634823	154.99043662579217

6	0	189.99925305640906	299.9945684221969
6	1	190.00312983001257	389.9938107783821
6	2	240.01044325422012	159.9909265483242
6	3	239.98495263002008	519.9897951923086
6	4	387.5113581729998	169.9858858541632

7	0	205.00151186403448	299.99382747706795
7	1	205.00604002609236	379.99291358735417
7	2	255.01272253445563	169.9887688326678
7	3	254.98115915531795	519.9869423623594
7	4	387.5115566740614	184.98110159584036

8	0	220.00457552955572	299.99372575197515
8	1	220.00771445561924	369.9915800617235
8	2	270.0142863605725	179.98814315915388
8	3	269.977291908269	519.9840587260659
8	4	387.51147347796285	199.97644882390162

9	0	235.00804885711003	299.99396816618116
9	1	235.00879475942563	359.9901567440053
9	2	285.0147034487774	189.9884045562262
9	3	284.97356147229164	519.9814830393415
9	4	387.5114591904324	214.97193148356973

10	0	250.01084057319477	299.99426006550567
10	1	250.00993359389653	349.9885579408883
10	2	300.0140165092432	199.98756574587415
10	3	299.96919451932234	519.9790851454658
10	4	387.5107852127002	229.96737759055446

11	0	265.0137002037868	299.99471739465326
11	1	265.0105896020816	339.98629562376715
11	2	315.0129661608068	209.98674745074203
11	3	314.96463969817825	519.9772474335955
11	4	387.50952850757426	244.96236830542958

12	0	280.0168887946196	299.9958892248841
12	1	280.01116477633144	329.98331222640854
12	2	330.01157788181285	219.98683964350718
12	3	329.95993990401945	519.9755899494193
12	4	387.50767779282086	259.95857199729164

13	0	295.02015486889263	299.99774667250017
13	1	295.01165359313524	319.9803062460909
