scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.0007719974795	299.99939125922174
1	1	115.00080732252647	440.00041188835183
1	2	165.00017905263894	110.00005600353569
1	3	165.00075610884483	519.9995306037881
1	4	387.5006847052906	95.000445349326

2	0	130.00111612071885	299.9987978104104
2	1	130.00232650921865	430.0016349305064
2	2	180.0002369895695	119.99933561946396
2	3	180.00166426278517	519.9984837894289
2	4	387.50224811003113	110.00061929863422

3	0	145.00088540450258	299.99845353293796
3	1	145.00363918320932	420.0029469788125
3	2	194.99985548894657	129.99810942253137
3	3	195.00193600353995	519.9980631049317
3	4	387.5044994725538	125.00024340865124

4	0	160.0004567203029	299.9968408285592
4	1	160.00580934880725	410.0047730202953
4	2	209.99955320792805	139.99709722151394
4	3	210.00172498379845	519.9987823244007
4	4	387.5071999473061	140.000413965981

5	0	174.998734315221	299.9943619308279
5	1	175.00938745080424	400.006461578803
5	2	224.99860531621093	149.99530635610034
5	3	225.00105201356104	519.9996078431528
5	4	387.5100066009133	155.00022952417015

6	0	189.9972820557443	299.99165082950867
6	1	190.0132476738736	390.00802690737436
6	2	239.99669223590982	159.99294466704595
6	3	240.00060850285982	519.9997711213797
6	4	387.51273103960193	169.99886244567676

7	0	204.9966096915566	299.9888743735576
7	1	205.0167164962749	380.0103160298076
7	2	254.9939869906177	169.9904694822942
7	3	255.0003717685124	519.9988813648467
7	4	387.51555827827195	184.99704578671103

8	0	219.99507537280914	299.98526480838166
8	1	220.01965013896694	370.0125324289985
8	2	269.99040918210807	179.9874339564179
8	3	269.9999311348493	519.997133542042
8	4	387.5191844435811	199.9946969225994

9	0	234.9922175626306	299.9804743391447
9	1	235.0229131385518	360.0140594629116
9	2	284.9868102514615	189.98413198574875
9	3	284.9989619342385	519.9957738330979
9	4	387.52275058720164	214.9918730271073

10	0	249.9882802508022	299.97617977423863
10	1	250.02690929842683	350.01479952447096
10	2	299.9835241863139	199.98110325856047
10	3	299.9972994103439	519.9960429682441
10	4	387.5255442131137	229.98923457756285

11	0	264.98414280257913	299.9733568924024
11	1	265.03037017905456	340.01556930444826
11	2	314.9805692725011	209.97764160861516
11	3	314.99450931313686	519.9977393359002
11	4	387.52820465467477	244.98724337538238

12	0	279.9813587362766	299.9721896546881
12	1	280.0328182951504	330.0156299568473
12	2	329.9775573173826	219.9739648938997
12	3	329.99200648954974	520.0002611481707
12	4	387.53143037815386	259.98604377443695

13	0	294.9792801706255	299.97243317232284
13	1	295.0350829807589	320.01466086796273
13	2	344.97440193332295	229.97030214790666
