scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99992432921846	299.9995343535247
1	1	115.00022942707562	439.9996993961771
1	2	164.9999867334232	109.9999997389694
1	3	165.00135770900283	519.9997650596282
1	4	387.4998342689892	95.00060354077826

2	0	129.99877625529714	299.99885821477983
2	1	130.000940250821	429.9993084025642
2	2	180.00002723465806	120.00013630506322
2	3	180.0036469703826	519.9995984121817
2	4	387.4992204176701	110.00227629229309

3	0	144.99706738447296	299.99771194947704
3	1	145.0022000389258	419.9992680726795
3	2	194.99957735113995	130.0000140475857
3	3	195.0051268275388	519.9982030397958
3	4	387.49864117732096	125.00406222245952

4	0	159.99580474111568	299.9960653645941
4	1	160.00367995970842	409.99877205445426
4	2	209.99833438577912	139.9998256143704
4	3	210.00583107602517	519.9954176405845
4	4	387.49834349281116	140.00565302652936

5	0	174.99521041274437	299.9957236091502
5	1	175.00484227240273	399.9979397793661
5	2	224.99660710265837	149.99999117175085
5	3	225.0059111148381	519.993208452975
5	4	387.49817800206205	155.0078564968076

6	0	189.99527220275505	299.9967187857921
6	1	190.00537685119343	389.99741042356686
6	2	239.99520252008506	159.99953878183751
6	3	240.0062686304646	519.9913981055049
6	4	387.4976183873322	170.0103305063758

7	0	204.99504466803393	299.9974311396487
7	1	205.00572575705857	379.9970186684557
7	2	254.99445668397328	169.9984208225503
7	3	255.0069782629953	519.9899261919047
7	4	387.49618904826065	185.01237480450175

8	0	219.99473467912796	299.9972082946259
8	1	220.00716834730616	369.99622467255335
8	2	269.99325145230694	179.9975191531235
8	3	270.0070928630902	519.9875635745489
8	4	387.4946405458244	200.01449703803738

9	0	234.99493751054138	299.9966756590515
9	1	235.0094115104154	359.99437060602986
9	2	284.9911448795318	189.99685822326248
9	3	285.0071781811931	519.9829235476744
9	4	387.493940709091	215.01681575409535

10	0	249.9961566210627	299.99623609141304
10	1	250.01167541661047	349.9933742805499
10	2	299.98829208364265	199.99594039088984
10	3	300.007860290097	519.976601545384
10	4	387.493174754519	230.01955230287638

11	0	264.9983357067595	299.99544286048024
11	1	265.01492768699626	339.99320945716585
11	2	314.9853590844505	209.99437802615972
11	3	315.00903214311364	519.9699731040223
11	4	387.4920242414661	245.02274383756284

12	0	280.00088685469393	299.9937484543727
12	1	280.0198371837931	329.9920381587857
12	2	329.98315568313234	219.9922820758304
12	3	330.0112764160738	519.9631087308145
12	4	387.49104080067855	260.02506622927535

13	0	295.00252975216176	299.9915031028503
13	1	295.02516243897804	319.9900906218163
13	2	344.9813345388643	229.98903696906956
