scan	range	bearing	velocity
0	316.57175288480187	0.37080361389977134	4.662973562895007
0	457.79887007334867	0.31800237203967474	-6.648090717907347
0	177.14733597556665	0.8543490459444428	17.99516861484104
0	538.9491556392975	0.3425751834727042	4.337524401409358
0	393.3131069856529	1.3229398622529684	3.212143352402818
0	463.5014620078081	0.20832283163486479	3.212143352402818
0	923.8036904899856	0.14508597200544723	3.212143352402818

1	314.1354280814037	0.3832181090295025	5.3581163725768794
1	193.200912947612	0.8282074439499	18.138107731157124
1	400.9054796135254	1.4457083179714614	3.167243712323804
1	820.7156131513453	0.4779080735093317	3.167243712323804
1	1175.8586813474071	0.8224961076265391	3.167243712323804
1	1259.1499905626345	0.607762196346157	3.167243712323804
1	976.7402540055546	1.9188731176983926	3.167243712323804

2	327.4175950462017	0.2509924861242838	6.028788495847002
2	450.3469497282641	0.3360512348835464	-5.315680458302424
2	214.36841425390904	0.8806033252773439	17.834208046061054
2	544.2698137594631	0.25219350067651425	4.709005915568792
2	400.0098235499468	1.3705115826521002	4.3345453215321
2	327.64676173707676	1.3194607458773011	4.3345453215321
2	432.29832644738195	0.11600024438096226	4.3345453215321

3	335.1359198287935	0.5504024544979584	6.483550867731951
3	438.6497711419675	0.2947941300252196	-4.707128314075244
3	240.1343881186213	0.9184770935475164	18.096831037577807
3	552.7784321250859	0.30277851598387595	5.503396918550968
3	405.7700887184545	1.302921305585988	4.785331926851995
3	1109.3126646719177	0.5695607617852527	4.785331926851995
3	829.0267076426024	1.6801367079555338	4.785331926851995
3	1016.9107209172413	0.475327999101872	4.785331926851995
3	425.9804678881143	0.732893284438954	4.785331926851995
3	801.7699701161482	0.6372461667469131	4.785331926851995
3	1403.8105641369784	0.8238502070610024	4.785331926851995
3	812.8241875467512	1.8436669185104486	4.785331926851995

4	339.4122825086344	0.47022501192161625	7.177762242571081
4	438.50396570499083	0.3102766251106656	-4.019997861357298
4	255.83904344743502	0.9953520752071031	18.00587884329377
4	562.8119644555426	0.3548985740960287	5.68299364319742
4	408.1891850697448	1.3967607598930458	5.325050911191403
4	700.3529534846946	1.5684807229545903	5.325050911191403
4	1116.196753109908	0.7881823547581432	5.325050911191403
4	1304.5359985046136	0.5258942855361216	5.325050911191403
4	827.9754170937421	1.2431865980950025	5.325050911191403
4	1262.997060584379	1.0137593715603135	5.325050911191403

5	346.53139322101254	0.5603257426900005	7.3818783630895
5	436.86454387680567	0.36994614506541973	-3.3075865840046004
5	269.6883380471229	1.0264629599691166	18.14476287364924
5	567.4973631154093	0.48108858567982504	5.748897915697151
5	420.363116001726	1.1306690969648754	5.491888722443031
5	1032.3518500658681	1.6541738735848357	5.491888722443031
5	363.6536994966546	1.8351730880007238	5.491888722443031
5	238.39374450645667	-0.42575463086599336	5.491888722443031
5	1342.3408092938862	0.7005961232857718	5.491888722443031
5	553.470634007657	1.4641790965513468	5.491888722443031
5	258.1851219075837	0.6181309978929291	5.491888722443031

6	351.2517489629731	0.5168123860780128	7.972334740188577
6	429.1537670199065	0.308721047051919	-2.3294232365672918
6	288.39432537855816	1.1170451037480624	17.632453979435986
6	576.1041193955693	0.4119997127742487	6.185682657990824
6	423.9862510971495	1.1136979268550329	5.728660617631416
6	805.908925993698	1.5016922236225572	5.728660617631416
6	673.2215192510922	1.5378214731672082	5.728660617631416
6	820.904943774143	0.22810730710266997	5.728660617631416
6	1144.4155815556871	0.8879985435143534	5.728660617631416
6	609.2267110543607	1.3005070504088543	5.728660617631416
6	829.3385321627638	-0.18146352680774455	5.728660617631416
6	1144.0220486369947	0.9698123956276307	5.728660617631416

7	366.229156121711	0.5378320188117969	8.048127234773823
7	432.5652788896422	0.3601868961252659	-1.4952605517244912
7	307.0065507942679	0.8433687519115644	18.122707527607634
7	588.4521456015292	0.4871502403834006	6.331028359480313
7	429.3308305816969	1.1762757262915413	6.507809809543215
7	187.89431390540372	-2.469010423448511	6.507809809543215
7	558.4168926219844	0.5408535522795485	6.507809809543215

8	375.24011542787565	0.5930453791468003	8.605614221829883
8	433.49254061945135	0.6086356317041564	-1.3050027544008822
8	323.84893397537513	0.904527986911327	18.133691170783734
8	583.1163452940764	0.3810967670809762	6.8983731120607725
8	436.81040297457736	1.0841559441641004	7.260304007470244
8	919.8219174490116	1.1565990056412507	7.260304007470244
8	942.811121626126	0.8959695961525751	7.260304007470244
8	413.4807970919011	1.8111582165580438	7.260304007470244
8	571.7974811615262	1.2456826699465018	7.260304007470244

9	384.9981602727335	0.6839750514478603	9.240301341021055
9	428.5101344192406	0.5118330696985813	-0.27468044845739026
9	347.36253547951725	1.0014206225911422	17.890769216228595
9	442.0840478991569	1.0550606558114557	7.404866166809912
9	894.5263850015556	0.5205735301600245	7.404866166809912
9	977.7674077020849	1.1469053731241758	7.404866166809912
9	367.3993236676105	-0.174315843612382	7.404866166809912

10	392.1982308344932	0.6157638683044899	9.594919172152023
10	430.14420655254804	0.5692890910902914	0.5818295667660618
10	361.6060185445134	1.0654010154258176	17.9803701217075
10	596.6534647904962	0.6068662409259062	7.471962570662127
10	447.402931283609	1.1333514547413497	7.841129375279323
10	786.3806519570553	1.5527923212083916	7.841129375279323
10	772.3966056427158	1.0843839194309608	7.841129375279323
10	775.3611139669653	1.194302156782515	7.841129375279323

11	402.0098823424959	0.7353069673093163	9.998992144592256
11	433.5347150583564	0.7168611204101181	1.061041372821548
11	378.282248078963	1.018536228884464	17.99647101435939
11	605.4715022237539	0.4860993480370878	7.927197674741846
11	455.97353878308047	0.9564786821526934	8.040794916417072
11	1303.144195603	0.7515574920400557	8.040794916417072
11	1117.4176018521237	0.6124617040555088	8.040794916417072
11	1048.0620261839586	0.8878556940387962	8.040794916417072
11	916.1092209443349	0.520216779039384	8.040794916417072
11	923.9726026854609	0.9572121614800249	8.040794916417072
11	616.0759831598178	1.4178433111732873	8.040794916417072
11	838.4588191324925	0.5147369045262925	8.040794916417072

12	411.6869306930414	0.8383139060506237	10.006240450148974
12	434.7605387437053	0.7518570497504289	2.3335574639180763
12	395.6516654444587	0.9099121745059789	17.873075606192778
12	616.1639955658953	0.5879471855763975	8.090241815438295
12	466.746897603982	1.0491345920464943	8.451130109057388
12	1067.5764399993764	1.093748547597068	8.451130109057388
12	470.5590013454346	1.228684758850308	8.451130109057388
12	730.2779492704612	-0.011240337558958785	8.451130109057388

13	417.1692846001085	0.7079471895223641	10.363880528585685
13	437.7417623238749	0.6360892113109322	2.988776591715532
13	418.13219187930946	1.0358905033027843	18.123670956746157
13	622.6472991023469	0.5460096921367535	8.265741869570336
13	478.9727027579897	1.0590124138094261	8.496801122182854
13	399.1461004824744	0.06410931913462438	8.496801122182854
13	1108.976068941216	1.1655284412250873	8.496801122182854
13	1037.23884445453	0.4828595379533216	8.496801122182854
13	799.8947519285896	0.6071745991708877	8.496801122182854
13	612.9508144961283	0.4773828647801702	8.496801122182854
13	172.06537507418057	1.975306335312561	8.496801122182854
13	488.530342750455	2.0563360986022694	8.496801122182854
13	512.412636168604	2.105606861604654	8.496801122182854

14	431.76607137954886	0.8563561792869537	11.279306811831578
14	436.53496984140025	0.7172576444511769	3.714563254343593
14	431.96634920280974	0.9906848153062009	17.94517497049242
14	636.8248917233807	0.5452425087632953	8.502836432823047
14	483.68950504053896	0.9335384742044707	8.746989959443031
14	1075.5979583615958	1.1878087470480607	8.746989959443031
14	980.9692350985979	1.3432554222249724	8.746989959443031
14	1094.3362485645453	0.9766896106965565	8.746989959443031

15	447.00705779617675	0.885355583170582	11.057484702649637
15	440.66879274841955	0.9603745894383566	4.53354232647906
15	451.6120330338219	1.0271465304727287	17.785869195539593
15	642.6495168362098	0.6932540174652505	8.643508358852145
15	488.74164676342644	0.9965571282790276	9.588253554831931
15	490.62114865200857	0.35412589948597845	9.588253554831931
15	991.0764721164281	1.4083176244175515	9.588253554831931
15	86.83595013817761	-1.9289576685493888	9.588253554831931
15	895.3254756461791	0.7046710190322936	9.588253554831931
15	942.7319812585594	1.810772303044416	9.588253554831931
15	1176.4385539506586	0.6333809561259076	9.588253554831931

16	453.09154194240216	0.9377358113198789	10.927534238778309
16	447.3124717213142	0.8825589090972816	5.056709748638789
16	469.8159470494554	0.8017099727650366	17.724876990728152
16	498.74131242276576	0.8299920868793139	9.315429427838785
16	566.1593178452378	0.03721182447486829	9.315429427838785
16	856.2202268130925	1.3472137712377779	9.315429427838785
16	581.8512256313625	1.5041990442807047	9.315429427838785

17	462.15944223129554	0.861533875887124	11.656282540883087
17	449.29580431935653	0.9601409901053908	5.55949800555044
17	482.8524840705688	0.9014154540130065	18.143273985365827
17	661.0804011299243	0.5692113020312097	8.965224941369936
17	517.6002876138468	0.8613977394693234	9.592610118499062
17	994.3417997138577	0.556165322933461	9.592610118499062
17	1042.4773514683754	0.9274050805900069	9.592610118499062
17	1129.0146339581158	0.8622730973606819	9.592610118499062
17	1119.4342811295528	0.6425979214412795	9.592610118499062
17	1356.894933382448	0.8113054625834806	9.592610118499062
17	403.89421913050256	1.3952817765190908	9.592610118499062
17	202.39816321295697	1.3453523770337241	9.592610118499062

18	476.33080166216996	0.9141663263791475	11.96250568405706
18	454.1955637672586	0.9637840928448612	6.034674420936362
18	508.8676855027085	1.0783099553145954	17.942882733315965
18	517.947850778119	0.7045605434789011	10.227678160739275
18	630.1557271344471	1.7092228318139908	10.227678160739275
18	867.6908345935921	0.6927843059528548	10.227678160739275
18	1166.9614381096344	0.7829817775584075	10.227678160739275
18	906.5010452651434	0.4556887434546491	10.227678160739275
18	548.2883115347007	0.8568338372982048	10.227678160739275

19	489.3397325355276	0.9234664312892176	11.809205816232316
19	463.8566829940164	0.8787236625609457	6.790873820887211
19	526.2824697299405	0.998445995235488	18.09830549106061
19	674.0121028531509	0.7410839515932208	9.585983374273452
19	530.0268682099693	0.8824278500557515	10.578834996772603
19	1078.943831692622	0.8216845425398717	10.578834996772603
19	961.3954722902688	1.0029735312892682	10.578834996772603

20	500.93062280266054	0.9526419205207359	12.110932612360521
20	541.7515449375932	0.9813165222381208	18.184150742710795
20	545.0577321844505	0.7474661560462006	10.407630882546217
20	998.065186548605	1.6738868454715654	10.407630882546217
20	891.2071821597749	1.1079720210385868	10.407630882546217

21	512.0523534322002	0.9714689032463355	12.063277587481885
21	480.25483121239205	1.0722271223454283	8.220174750873069
21	558.783722838186	0.9122091586676051	18.16942749392793
21	693.3548480272293	0.742517783561541	9.879981488215348
21	555.0642744502246	0.8288947902200398	10.59087679314065
21	70.51888089175148	2.6135819592621035	10.59087679314065
21	867.139391552535	1.2400375637828707	10.59087679314065
21	1130.6368709955902	0.8129452596273875	10.59087679314065
21	1234.6128977879878	0.9194287140219476	10.59087679314065
21	1000.4201991686297	0.0218528572954239	10.59087679314065

22	522.6050876336667	0.7785084125443427	12.573938362773179
22	490.64542363233454	1.0848229421963578	8.316456307947332
22	573.9659888048072	0.9290974658108048	17.8727991987659
22	702.5987039452367	0.7932674613037466	9.876558903683176
22	567.0598182172564	0.5759049253577248	10.756909074732837
22	349.74322278895727	2.058714086740814	10.756909074732837
22	713.2332677620434	1.8622533931284853	10.756909074732837
22	429.41029601218975	0.06593886051056387	10.756909074732837
22	774.9615465229682	1.6426858583122865	10.756909074732837
22	535.9064311554017	1.3728238151238146	10.756909074732837
22	144.44452969775443	-0.1582948428366524	10.756909074732837

23	534.5075313805256	1.0695551325739927	12.217350569727305
23	493.9260027153661	1.1015283321606557	9.190826252662
23	591.885249963574	0.9890801549861563	17.752991234748364
23	716.6567554964751	0.8015675759891389	10.222284511418414
23	577.8224927832628	0.8395664136894738	10.887251993174928
23	858.58925810087	1.7829000492860017	10.887251993174928
23	512.7956228322948	1.462441138268328	10.887251993174928
23	934.9686042129074	-0.13721309463093148	10.887251993174928
23	1013.9462882325525	1.3718251520834934	10.887251993174928
23	909.9181413077042	1.19148250225343	10.887251993174928

24	549.3290063025725	0.9954206632454514	12.559309773620015
24	506.010243520782	1.1468069220028323	9.713908013141104
24	616.5373564333129	0.8854841379475454	18.13377521705075
24	727.6325585469267	0.8066405306468744	10.498418678187484
24	588.9170960264988	0.6976528836073255	10.994164127211835
24	666.6298679128706	0.7744368872402189	10.994164127211835
24	164.4854375868327	1.540805254162082	10.994164127211835
24	975.3302913624887	1.496516614406488	10.994164127211835
24	266.6331307127415	0.9684515805347139	10.994164127211835
24	777.4989297360498	0.6840026132905666	10.994164127211835
24	699.2903622127583	0.2101988805761538	10.994164127211835
24	384.1691010939378	0.7946232781704025	10.994164127211835
24	707.021282726897	-0.2328138183270716	10.994164127211835

25	561.236188190897	0.9626878021356938	12.340216989236215
25	519.3723003760131	1.0558094917533578	10.157495471705154
25	630.1986520462088	0.852913154088855	17.73028157384534
25	742.0507472962031	0.8054868908601773	10.406620600416385
25	597.7324596723918	0.7523122891907853	11.484608182376045
25	1101.3367702107594	0.39766718700186504	11.484608182376045
25	377.75099990164915	0.5753754952844777	11.484608182376045
25	92.07172076642036	-2.2853065452708416	11.484608182376045
25	524.6403022000459	2.1075758074814854	11.484608182376045
25	1090.9298219266564	1.037132416247908	11.484608182376045
25	956.4855341138951	0.14636803833043752	11.484608182376045

26	579.0276638343169	0.9410114780886482	12.646750584413912
26	525.563850188837	1.1845172867886802	10.487666215702035
26	642.8498480153193	0.8497857441388265	18.154773018898485
26	750.4641882701862	0.7889934835052039	10.244341700745387
26	610.8439024636178	0.7221833312485324	11.688678859324765
26	487.27692892991894	0.764469759309141	11.688678859324765
26	751.5842445723691	1.4567304276462465	11.688678859324765
26	575.5996550320677	0.7307820948786907	11.688678859324765

27	593.6446081719475	0.9407989171700493	12.732170802619047
27	538.8935980436225	1.2804699025406618	11.037714366079253
27	672.0697362822913	1.0295136239565572	18.231798780699982
27	767.132750837046	0.9331096734566139	10.993374364007286
27	624.443964375333	0.6723558412419226	11.571430384232727
27	171.57084076350918	-3.152035194095912	11.571430384232727
27	570.0534554360197	0.09522629316863365	11.571430384232727
27	889.8569575964474	0.46859164739956055	11.571430384232727
27	964.371195324461	0.9086438669578749	11.571430384232727
27	1071.9481793891766	1.7205339858059563	11.571430384232727
27	401.5743379064954	0.6027347988384906	11.571430384232727
27	297.9689341348178	1.7483402284584475	11.571430384232727
27	733.2562628196284	0.43386674251843443	11.571430384232727
27	774.3870389205907	1.3306657934112807	11.571430384232727

28	598.5340311977433	0.9597650848502879	12.935156476716635
28	552.6757239447518	1.2383168998327558	11.058645610079704
28	685.7829643161847	0.9829628599196953	17.905884135933263
28	773.5505561697386	0.9446719772960341	10.786287620592242
28	633.3751960307004	0.48468404561844214	11.873141433871773
28	834.7753800130494	0.1369994738774048	11.873141433871773
28	467.5875818822896	1.488843639888242	11.873141433871773
28	1418.8490897066952	0.819050418957207	11.873141433871773

29	616.3472665408078	1.035173989719397	13.194679002990432
29	560.8235510808452	1.4000603412165018	11.524463334055751
29	708.4975998545577	1.0119370998293977	18.288830516896056
29	783.969887202878	0.8528017725891419	11.391612098498475
29	645.589127804137	0.6398148256111686	11.882979922412378
29	1109.3961501253455	0.7844236289342955	11.882979922412378
29	285.03782587182934	1.74496672391191	11.882979922412378

30	627.4247841669254	1.0923960353032074	13.238352296538688
30	567.6064850356476	1.3465412956921639	12.34068246066322
30	723.9822547289815	1.0475274630338758	17.96014051088729
30	796.276976129314	0.8531516021971389	11.329258274613863
30	658.5458778944236	0.6606965860527558	12.1121263149969
30	624.5694959003054	0.883912931893035	12.1121263149969
30	1056.7308088326129	1.0074745452387543	12.1121263149969
30	517.3119353470144	1.2116098483536462	12.1121263149969
30	1153.4210828942557	0.8287945350254181	12.1121263149969
30	1036.6788194352234	1.621917374823047	12.1121263149969

31	640.6159809176916	1.0617319737944533	13.335239350453902
31	579.507041115523	1.3164710722658333	12.005556810680039
31	741.2241298437334	0.9212580682426332	18.060206031392873
31	807.5531446939931	0.7453142534977544	11.422990496981665
31	666.6951370572377	0.447550333727602	12.578009380090531
31	1248.290534321209	0.5529877513931105	12.578009380090531
31	739.4284616252365	0.04985495690322378	12.578009380090531
31	1157.8427848092376	0.9956916915791111	12.578009380090531
31	592.3531820158295	1.6749494577098512	12.578009380090531
31	803.4680229400113	1.9027758963087211	12.578009380090531
31	702.3839561550355	1.0086023771985029	12.578009380090531
31	916.1293487361262	0.37117010141396517	12.578009380090531
31	204.01114457944945	2.363931136588644	12.578009380090531

32	652.1762026023624	1.1904122625646512	13.116603207204665
32	591.8507972503083	1.271814530997448	12.482543938432762
32	759.2229905952076	1.0827981469387429	18.148184262105694
32	815.9855004476348	0.9259364510953969	11.513895662181012
32	679.2912107538328	0.5648376534025454	12.248527870112074
32	833.6872331731105	0.3187727762942494	12.248527870112074
32	1056.0571763544383	1.2998634080495597	12.248527870112074
32	1017.2536735795035	1.249443648522209	12.248527870112074
32	779.897489379093	1.359506218722833	12.248527870112074
32	798.8535876519034	0.7968310010526944	12.248527870112074
32	927.2313038961266	1.732619016015963	12.248527870112074
32	864.7964842706587	-0.042893915670568494	12.248527870112074

33	667.6931757136718	1.2084289254904876	13.444507591286055
33	607.9590713019958	1.4233126309471302	12.893422339589923
33	773.8254856543185	0.8699282158375973	17.87109336581761
33	835.7649553908805	0.956618062871065	11.668832678352356
33	690.4516736111855	0.5135450625824559	12.706233715637126
33	915.3126072550473	1.2763413824915784	12.706233715637126
33	618.5017049108241	0.3523594480811974	12.706233715637126
33	927.7997663078751	1.4338373395072495	12.706233715637126
33	703.0688295921052	0.5102010006075098	12.706233715637126
33	732.4333836628738	0.3584006876073744	12.706233715637126
