scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.00095575020573	300.00039598365225
1	1	114.99983498005896	439.9999899723809
1	2	165.00075883487753	110.00063935452138
1	3	164.9996441313271	519.9999504302334
1	4	387.4998635510164	95.00037976748413

2	0	130.00295315278166	300.0007825856761
2	1	129.99995906842304	429.999993567589
2	2	180.00274133014588	120.00114886972975
2	3	179.99966984225432	519.9997054940762
2	4	387.50024646597853	110.00150342925664

3	0	145.0048964353862	299.9998752674142
3	1	145.0008179104884	420.00025066995687
3	2	195.005634844308	130.00055961582814
3	3	195.00049608679134	519.9990739096684
3	4	387.5010875284892	125.00299882790425

4	0	160.00645811343583	299.9978788486054
4	1	160.00180509090407	410.00092157816374
4	2	210.00870684832074	139.9998959837013
4	3	210.00078837864447	519.9980661441888
4	4	387.5016982085745	140.00485273224

5	0	175.0080401049796	299.9959958217517
5	1	175.00204295122612	400.0024085942416
5	2	225.01137919539724	149.99998515541128
5	3	225.00056359991393	519.9967175305475
5	4	387.50203128741714	155.00706600415515

6	0	190.0094109472458	299.9937876584886
6	1	190.00091819572089	390.00511747296036
6	2	240.01362705658684	160.00130036851093
6	3	239.9995614189483	519.9947713935959
6	4	387.50162459218626	170.00930448946517

7	0	205.00937189412664	299.9911099995485
7	1	204.9988004247544	380.0084309187484
7	2	255.01674250609054	170.00364574544653
7	3	254.99767174925228	519.9925993903255
7	4	387.50087701517896	185.0115613422576

8	0	220.00824502621765	299.98815986651647
8	1	219.99640696056844	370.0121823870949
8	2	270.0197108946012	180.0062792415826
8	3	269.99503944156237	519.9909708407877
8	4	387.49995207218967	200.0137207881128

9	0	235.00725514580324	299.98505141834454
9	1	234.99436136817167	360.0155769449049
9	2	285.0212767132011	190.0091944308572
9	3	284.9916794649558	519.9891436842861
9	4	387.498857096421	215.015618862351

10	0	250.0067093664779	299.98149896528366
10	1	249.9924837332745	350.0183061614691
10	2	300.0225603760159	200.01225781588195
10	3	299.9881489827704	519.9864385995118
10	4	387.49783280935804	230.01744599152775

11	0	265.0066574529408	299.9773337118783
11	1	264.9902866922975	340.0209925947404
11	2	315.02356713719433	210.01451858789295
11	3	314.9841288540224	519.9832441860011
11	4	387.4962113871152	245.01986644177495

12	0	280.0072556357051	299.97332404468784
12	1	279.9876649169295	330.023732863349
12	2	330.0247798063674	220.01600349790664
12	3	329.9797556217811	519.9796750430448
12	4	387.4937731901633	260.0229253437201

13	0	295.0083683615238	299.9691576494223
13	1	294.9850755808955	320.0270026961688
13	2	345.02624964018486	230.01753744642207
