scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99988160312499	299.99977277182234
1	1	114.99997431184319	440.00064023882516
1	2	164.99981693861525	110.00029907095966
1	3	164.99950534727728	520.0001811242244
1	4	387.4993142610848	94.99995880798141

2	0	129.99971329534043	299.99900669626373
2	1	130.00017097567485	430.00205972267537
2	2	179.99922806263774	120.00123961979284
2	3	179.99881779060627	520.0010971835313
2	4	387.49709914752236	109.9987245904752

3	0	145.0002617049216	299.99802243556684
3	1	145.00009423518958	420.00360365704023
3	2	194.99872770144293	130.0029983694757
3	3	194.99788996091618	520.0027544478537
3	4	387.4938946272312	124.99677327674206

4	0	160.00144509987257	299.997277675289
4	1	159.99980244057957	410.0052089342043
4	2	209.99830985604342	140.00543323648154
4	3	209.99667778995948	520.004409856809
4	4	387.4905402116626	139.99566277521

5	0	175.00256468054678	299.99621418658177
5	1	174.99996543178264	400.00655064023164
5	2	224.9979028715896	150.00851340119854
5	3	224.9954908311411	520.0055791403262
5	4	387.4864827815566	154.99454834093825

6	0	190.004606716072	299.9946011426816
6	1	190.00078275694977	390.0067149662124
6	2	239.9975326596315	160.01196721344755
6	3	239.9940875745231	520.0056377693118
6	4	387.4816910348272	169.99280169299166

7	0	205.00734719286675	299.99346725825933
7	1	205.00321002988966	380.0057212269104
7	2	254.9983969843769	170.01586861875862
7	3	254.99304508019085	520.0039514546928
7	4	387.4772585150177	184.99023807614185

8	0	220.01024790404435	299.9931188164287
8	1	220.0063708476688	370.00484999077764
8	2	270.00096646760284	180.02000999662758
8	3	269.9921036579803	520.0016228124497
8	4	387.4728327427425	199.9882951577014

9	0	235.01319432841944	299.9932688562684
9	1	235.00867765026754	360.0046000670124
9	2	285.00427259307776	190.02429510892682
9	3	284.99108626145255	519.9999760942533
9	4	387.4675775506499	214.98730265910075

10	0	250.01568034914527	299.99473078878754
10	1	250.0104119109353	350.00499890114406
10	2	300.0089311995813	200.02897420958092
10	3	299.99063416436803	519.9980835129782
10	4	387.46293338703356	229.98596444832214

11	0	265.0187223226506	299.9968788638974
11	1	265.0113688848502	340.0064642563763
11	2	315.0139301456321	210.0341400649639
11	3	314.99099185510744	519.9957380103416
11	4	387.45937988674626	244.9840293949798

12	0	280.02329213195713	299.99797221935023
12	1	280.01194947362546	330.0087067790117
12	2	330.0179284460135	220.03942231007218
12	3	329.9912786519206	519.9928298242318
12	4	387.4552161549601	259.9812606503466

13	0	295.02935883288404	299.9988189951809
13	1	295.0121980381768	320.0112002527689
13	2	345.02132685447486	230.04337836843334
