scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	115.00040020769187	299.99989094851514
1	1	114.99983625521736	439.9990434983409
1	2	165.0005958398822	110.0000159639157
1	3	164.99977748459574	520.0002937573942
1	4	387.4997986028873	94.99967565655379

2	0	130.00072387415878	299.99994164844503
2	1	129.9991811509855	429.9971767852913
2	2	180.00111477930216	120.00035164692301
2	3	179.99886500257986	520.0009706198753
2	4	387.4988358985397	109.99915216485188

3	0	145.001275592498	300.00092702310064
3	1	144.9978504997807	419.99583300586335
3	2	195.00165260941637	130.00191062769875
3	3	194.99765939528737	520.001716503177
3	4	387.4969872957523	124.99969197854035

4	0	160.0024719896692	300.00243797483006
4	1	159.9959265659544	409.99532509906555
4	2	210.00321913213148	140.0049005128437
4	3	209.9963944057053	520.0020332130373
4	4	387.49550581470885	140.001073872693

5	0	175.00359099647483	300.00350910865353
5	1	174.99401087913935	399.9950715611522
5	2	225.00495330262515	150.0079061718098
5	3	224.99538583524867	520.0016951024867
5	4	387.4951465444974	155.0024806978413

6	0	190.00473564860712	300.0042416393153
6	1	189.99231886468988	389.99463202196375
6	2	240.00643862179237	160.01018444529993
6	3	239.9950758209286	520.0016764568196
6	4	387.4954925351267	170.00434027213

7	0	205.00642294474125	300.00465895562087
7	1	204.98978498849687	379.99359579815393
7	2	255.00705184010417	170.01250221347868
7	3	254.9944194137195	520.0025984908531
7	4	387.495873070885	185.00674347825898

8	0	220.0078283580249	300.00446566844624
8	1	219.9868294608732	369.99242070327256
8	2	270.0054580415307	180.01486471393653
8	3	269.99268422936956	520.0040046804411
8	4	387.4965948373847	200.00918253282973

9	0	235.00817209635883	300.004240075357
9	1	234.98425954798697	359.9908678057778
9	2	285.0021549973044	190.01708726373832
9	3	284.9901511417802	520.0057192685788
9	4	387.4984919757558	215.01119592639822

10	0	250.007417219099	300.0048646582816
10	1	249.98200335904178	349.98939520497487
10	2	299.99870610428815	200.01949764458183
10	3	299.9878843048618	520.0077440106637
10	4	387.5022858820602	230.01286725469345

11	0	265.00616022392916	300.00559077938885
11	1	264.97998163631826	339.989683450103
11	2	314.99498803485693	210.0218074557956
11	3	314.98514424757275	520.0097522227325
11	4	387.5079073092972	245.01431630178098

12	0	280.0055011148891	300.0060426879652
12	1	279.9775891003479	329.99103745492886
12	2	329.99144752739693	220.02378324456973
12	3	329.981574309883	520.0117911543741
12	4	387.5140540498843	260.01546021325515

13	0	295.00486607294533	300.0068735895256
13	1	294.9758226253413	319.993058779538
13	2	344.9878327915824	230.02564167642436
