scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99998851984311	300.00042907793807
1	1	115.0001029553643	439.9996906041297
1	2	165.00001401547476	109.99971347078659
1	3	164.99966234388017	520.0005144639642
1	4	387.50022024039214	95.00032203430823

2	0	129.99976511530045	300.0016354579907
2	1	130.00162004215048	429.9989816015062
2	2	180.00004364817494	119.9996189299043
2	3	179.99959506882126	520.0020237395153
2	4	387.5014640024567	110.0007936275823

3	0	145.00001800437474	300.00292895279404
3	1	145.0046610437826	419.99863676608317
3	2	195.00019327886832	129.99967842670586
3	3	195.00075322636766	520.0041765093645
3	4	387.50363193775826	125.00119682754308

4	0	160.0007438577776	300.00355193525075
4	1	160.00830371359874	409.99832523388756
4	2	210.0005339482044	139.99955242512934
4	3	210.00279453911367	520.0071348575377
4	4	387.5062629460843	140.00141122220634

5	0	175.0012476810063	300.0028822063708
5	1	175.01199627175131	399.9970925113503
5	2	225.00070550724826	150.0003634028203
5	3	225.00527547484083	520.0115347257689
5	4	387.5085584964108	155.00089729196188

6	0	190.00219401191106	300.0021747278825
6	1	190.01573440936895	389.9954741097969
6	2	240.00039570099025	160.00226042482598
6	3	240.0083504024094	520.0165598457322
6	4	387.50982649033585	170.00074733670652

7	0	205.00369981317417	300.0025982719417
7	1	205.019404617115	379.9944333362292
7	2	255.00001733541026	170.00422356103334
7	3	255.0111576548929	520.0217253970015
7	4	387.51055486396297	185.00201724423843

8	0	220.00449253404577	300.0038874892121
8	1	220.02192905058772	369.9931706657147
8	2	269.99982031420944	180.00639113599277
8	3	270.0138836350144	520.0272006117323
8	4	387.5108244141244	200.00398319826735

9	0	235.00511231794417	300.0060538619221
9	1	235.02387492477348	359.9917307539434
9	2	284.99926661167984	190.0087736615948
9	3	285.01716222357805	520.0328803226753
9	4	387.51181088684274	215.00517615763675

10	0	250.0064381555909	300.0084785374669
10	1	250.0255371249249	349.99084946686446
10	2	299.9983845082715	200.01163113171896
10	3	300.01947143340726	520.0381933748843
10	4	387.51351772266	230.0056651250281

11	0	265.0081939662884	300.0110299017383
11	1	265.026566210303	339.9905743207017
11	2	314.9987508085866	210.01573144246603
11	3	315.0212173978183	520.0432705988745
11	4	387.51535448308016	245.00532036226457

12	0	280.0102112754877	300.0132192909241
12	1	280.02786969232255	329.9905269448365
12	2	329.99962079393435	220.02063947334506
12	3	330.02258588365856	520.0483863279138
12	4	387.51797275363697	260.00376839860394

13	0	295.01278006947365	300.014933045242
13	1	295.0301176994198	319.98966638534085
13	2	344.99905807247455	230.02482842713064
