scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.99997465363212	299.99942815092595
1	1	115.00055736041006	440.000659138022
1	2	165.00096485086831	109.99998904068825
1	3	164.99951571423654	520.0002299980949
1	4	387.500459667475	95.00030927779594

2	0	129.9999794837786	299.99803212645344
2	1	130.00077026237454	430.00207839082293
2	2	180.00297546062674	119.99960452416954
2	3	179.99871755275353	520.0006931629158
2	4	387.5013055115438	110.000268470203

3	0	145.00016745755485	299.99690237387296
3	1	145.00014862278124	420.00329722448583
3	2	195.00501394720058	129.9991624875126
3	3	194.9978611167653	520.0014468414112
3	4	387.5028834817816	124.9994151680519

4	0	160.0012486091923	299.9960234823086
4	1	159.99939606948882	410.0036759214172
4	2	210.00608442001058	139.99983488941461
4	3	209.99640094737106	520.0020550962493
4	4	387.5060142407397	139.9980790020989

5	0	175.00287767085825	299.9948596143259
5	1	174.9977326867391	400.0030760887922
5	2	225.00711641495633	150.00108942528217
5	3	224.9945241328945	520.0024624643228
5	4	387.5092430281764	154.99554833920237

6	0	190.0034943772864	299.9942784265483
6	1	189.9958957376063	390.0019373712756
6	2	240.00899642540307	160.00221091306403
6	3	239.99337292269144	520.0025025931363
6	4	387.5109470412381	169.99206827381747

7	0	205.00249616197343	299.9947247442088
7	1	204.99400267881273	380.00090200602205
7	2	255.01098564841254	170.00369177418565
7	3	254.99239344875764	520.00266260388
7	4	387.512199568103	184.98811783220467

8	0	220.00048728741228	299.99580446352775
8	1	219.9910054667351	369.9984795360309
8	2	270.01288551785683	180.00590008665816
8	3	269.9912219888555	520.0029711363402
8	4	387.51343375049	199.98439480367088

9	0	234.99822934682794	299.9982362798984
9	1	234.9871882867669	359.9941949285817
9	2	285.015038801826	190.0087562566472
9	3	284.9905011092863	520.0023115355852
9	4	387.5157049052568	214.98158820226266

10	0	249.99583682581257	300.0015791833674
10	1	249.9835557021014	349.99002330831104
10	2	300.0177144330025	200.01116702435795
10	3	299.9902652329261	520.0010998390719
10	4	387.5195570571406	229.97904268608542

11	0	264.99313690359344	300.0043107977574
11	1	264.9796148807343	339.98652148500224
11	2	315.0200907374458	210.0130587032047
11	3	314.98902963555514	520.0004581435228
11	4	387.5232970020006	244.97563555945098

12	0	279.9900011526398	300.00545180409716
12	1	279.97437380757816	329.9836562587946
12	2	330.0218505471468	220.01481867792305
12	3	329.98549267062697	520.0004240449587
12	4	387.52656454483906	259.9720897815492

13	0	294.988162548328	300.00523662835457
13	1	294.96867813553297	319.98129269784715
13	2	345.0230766945386	230.01677793709482
