scan	target_index	X	Y
0	0	100	300
0	1	100	450
0	2	150	100
0	3	150	520
0	4	387.5	80

1	0	114.9997463670396	300.0009379294563
1	1	115.00031124651959	439.99984661961287
1	2	164.9994206027687	110.00001630456022
1	3	164.99974801524618	519.999586394631
1	4	387.49920736787215	94.99964688359643

2	0	129.99982484344503	300.0026832193093
2	1	130.00106946045025	429.9994630315916
2	2	179.99833069555132	120.00032487582465
2	3	179.99904072468559	519.9987220020636
2	4	387.4972953983354	109.99808360382335

3	0	145.00062592471565	300.0044822336195
3	1	145.00196375896698	419.9989536119546
3	2	194.99719452463262	130.0005844659962
3	3	194.99775377657352	519.9983140246812
3	4	387.494953577211	124.9949793633142

4	0	160.00175777609368	300.0075954470481
4	1	160.00313696451838	409.99844815611124
4	2	209.99590822577767	140.0004996319756
4	3	209.99657337860987	519.9985827870996
4	4	387.4931981328539	139.99132919622753

5	0	175.00439665532247	300.01129995928994
5	1	175.00461962462822	399.9984418693466
5	2	224.99501300413073	150.00097689871015
5	3	224.99535321340647	519.9982854207084
5	4	387.4925231019829	154.98790397237892

6	0	190.008141729757	300.01412158099686
6	1	190.0067337286891	389.999249774666
6	2	239.99397154192232	160.00184638883755
6	3	239.9934568197088	519.9971743977657
6	4	387.49316136753407	169.9841839944906

7	0	205.0118697144018	300.01762292024443
7	1	205.00949954450667	380.00042185029963
7	2	254.99267992796854	170.00335402890792
7	3	254.99051568988412	519.9958216220119
7	4	387.49483379396804	184.97990604751104

8	0	220.0149014840871	300.02135686170647
8	1	220.01230751629876	370.0014794227745
8	2	269.9912821063007	180.00564781021757
8	3	269.98719998147453	519.994443508198
8	4	387.4971277660288	199.9762861642957

9	0	235.0170547722467	300.02412427528395
9	1	235.0145232294325	360.00157779543235
9	2	284.9893160783636	190.0086204894558
9	3	284.984385595535	519.9924723897616
9	4	387.50038120776264	214.9726019105793

10	0	250.01859366751714	300.02744929279953
10	1	250.01594736185857	350.0002260464308
10	2	299.9876592551085	200.01227566989374
10	3	299.98217169805054	519.9903415312347
10	4	387.5039509087468	229.9672717454763

11	0	265.01882362782266	300.0320311778998
11	1	265.0175514688898	339.9986030170508
11	2	314.9867216258812	210.01559801545943
11	3	314.9799760681029	519.9893158325865
11	4	387.5065833413186	244.96170661572452

12	0	280.01845957955925	300.0374363751962
12	1	280.01919029135973	329.9975498316793
12	2	329.986070603647	220.01950459565134
12	3	329.9773002062732	519.9890892270204
12	4	387.50876352502297	259.9569760458598

13	0	295.0181922458357	300.0417738934358
13	1	295.0197206660828	319.9967845195443
13	2	344.9851589451835	230.02397566273126
